"Sygdom";"Sæson";"Uge";"Regionskode";"Region";"Aldersgruppe";"Køn";"Antal borgere";"Antal testede personer";"Antal Bekræftede tilfælde";"Antal nye indlæggelser";"Antal døde";"Positivprocent";"Bekræftede tilfælde pr. 100.000 borgere";"Testede personer pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"timestamp_2025-06-24T11:25:02.299"
RSV;2019/2020;2020-U04;1083;Syddanmark;11. 85+ år;M;6572;13;1;1;0;0,08;15,22;197,81;15,22;
RSV;2019/2020;2020-U04;1083;Syddanmark;Alle;Alle;1203867;340;60;35;0;0,18;4,98;28,24;2,91;
RSV;2019/2020;2020-U04;1083;Syddanmark;Alle;K;602809;171;32;18;0;0,19;5,31;28,37;2,99;
RSV;2019/2020;2020-U04;1083;Syddanmark;Alle;M;601058;169;28;17;0;0,17;4,66;28,12;2,83;
RSV;2019/2020;2020-U05;9999;Alle;01. 0-5 måneder;Alle;31476;208;99;59;0;0,48;314,53;660,82;187,44;
RSV;2019/2020;2020-U05;9999;Alle;01. 0-5 måneder;K;15467;93;52;31;0;0,56;336,20;601,28;200,43;
RSV;2019/2020;2020-U05;9999;Alle;01. 0-5 måneder;M;16009;113;47;28;0;0,42;293,58;705,85;174,90;
RSV;2019/2020;2020-U05;9999;Alle;02. 6-11 måneder;Alle;31061;122;52;24;0;0,43;167,41;392,78;77,27;
RSV;2019/2020;2020-U05;9999;Alle;02. 6-11 måneder;K;14912;47;17;7;0;0,36;114,00;315,18;46,94;
RSV;2019/2020;2020-U05;9999;Alle;02. 6-11 måneder;M;16149;73;35;17;0;0,48;216,73;452,04;105,27;
RSV;2019/2020;2020-U05;9999;Alle;03. 1 år;Alle;62396;165;68;27;1;0,41;108,98;264,44;43,27;
RSV;2019/2020;2020-U05;9999;Alle;03. 1 år;K;30320;72;33;13;0;0,46;108,84;237,47;42,88;
RSV;2019/2020;2020-U05;9999;Alle;03. 1 år;M;32076;91;35;14;1;0,38;109,12;283,70;43,65;
RSV;2019/2020;2020-U05;9999;Alle;04. 2 år;Alle;62844;72;24;4;0;0,33;38,19;114,57;6,36;
RSV;2019/2020;2020-U05;9999;Alle;04. 2 år;K;30605;31;10;2;0;0,32;32,67;101,29;6,53;
RSV;2019/2020;2020-U05;9999;Alle;04. 2 år;M;32239;40;14;2;0;0,35;43,43;124,07;6,20;
RSV;2019/2020;2020-U05;9999;Alle;05. 3-5 år;Alle;183503;106;15;1;0;0,14;8,17;57,76;0,54;
RSV;2019/2020;2020-U05;9999;Alle;05. 3-5 år;K;89078;53;8;1;0;0,15;8,98;59,50;1,12;
RSV;2019/2020;2020-U05;9999;Alle;05. 3-5 år;M;94425;52;7;0;0;0,13;7,41;55,07;0,00;
RSV;2019/2020;2020-U05;9999;Alle;06. 6-14 år;Alle;593013;153;3;0;0;0,02;0,51;25,80;0,00;
RSV;2019/2020;2020-U05;9999;Alle;06. 6-14 år;K;289240;66;2;0;0;0,03;0,69;22,82;0,00;
RSV;2019/2020;2020-U05;9999;Alle;06. 6-14 år;M;303773;84;1;0;0;0,01;0,33;27,65;0,00;
RSV;2019/2020;2020-U05;9999;Alle;07. 15-44 år;Alle;2209198;529;22;3;0;0,04;1,00;23,95;0,14;
RSV;2019/2020;2020-U05;9999;Alle;07. 15-44 år;K;1091096;318;15;1;0;0,05;1,37;29,15;0,09;
RSV;2019/2020;2020-U05;9999;Alle;07. 15-44 år;M;1118102;197;7;2;0;0,04;0,63;17,62;0,18;
RSV;2019/2020;2020-U05;9999;Alle;08. 45-64 år;Alle;1525541;416;20;7;0;0,05;1,31;27,27;0,46;
RSV;2019/2020;2020-U05;9999;Alle;08. 45-64 år;K;765509;218;9;2;0;0,04;1,18;28,48;0,26;
RSV;2019/2020;2020-U05;9999;Alle;08. 45-64 år;M;760032;193;11;5;0;0,06;1,45;25,39;0,66;
RSV;2019/2020;2020-U05;9999;Alle;09. 65-74 år;Alle;616148;256;13;7;0;0,05;2,11;41,55;1,14;
RSV;2019/2020;2020-U05;9999;Alle;09. 65-74 år;K;320664;113;6;2;0;0,05;1,87;35,24;0,62;
RSV;2019/2020;2020-U05;9999;Alle;09. 65-74 år;M;295484;143;7;5;0;0,05;2,37;48,40;1,69;
RSV;2019/2020;2020-U05;9999;Alle;10. 75-84 år;Alle;346121;261;8;5;0;0,03;2,31;75,41;1,44;
RSV;2019/2020;2020-U05;9999;Alle;10. 75-84 år;K;192133;114;5;4;0;0,04;2,60;59,33;2,08;
RSV;2019/2020;2020-U05;9999;Alle;10. 75-84 år;M;153988;147;3;1;0;0,02;1,95;95,46;0,65;
RSV;2019/2020;2020-U05;9999;Alle;11. 85+ år;Alle;81976;116;2;2;1;0,02;2,44;141,50;2,44;
RSV;2019/2020;2020-U05;9999;Alle;11. 85+ år;K;54565;63;1;1;0;0,02;1,83;115,46;1,83;
RSV;2019/2020;2020-U05;9999;Alle;11. 85+ år;M;27411;53;1;1;1;0,02;3,65;193,35;3,65;
RSV;2019/2020;2020-U05;9999;Alle;Alle;Alle;5743277;2404;326;139;2;0,14;5,68;41,86;2,42;
RSV;2019/2020;2020-U05;9999;Alle;Alle;K;2893589;1188;158;64;0;0,13;5,46;41,06;2,21;
RSV;2019/2020;2020-U05;9999;Alle;Alle;M;2849688;1186;168;75;2;0,14;5,90;41,62;2,63;
RSV;2019/2020;2020-U05;1084;Hovedstaden;01. 0-5 måneder;Alle;10706;88;28;16;0;0,32;261,54;821,97;149,45;
RSV;2019/2020;2020-U05;1084;Hovedstaden;01. 0-5 måneder;K;5285;40;15;8;0;0,38;283,82;756,86;151,37;
RSV;2019/2020;2020-U05;1084;Hovedstaden;01. 0-5 måneder;M;5421;48;13;8;0;0,27;239,81;885,45;147,57;
RSV;2019/2020;2020-U05;1084;Hovedstaden;02. 6-11 måneder;Alle;10534;49;15;5;0;0,31;142,40;465,16;47,47;
RSV;2019/2020;2020-U05;1084;Hovedstaden;02. 6-11 måneder;K;5036;22;2;1;0;0,09;39,71;436,85;19,86;
RSV;2019/2020;2020-U05;1084;Hovedstaden;02. 6-11 måneder;M;5498;27;13;4;0;0,48;236,45;491,09;72,75;
RSV;2019/2020;2020-U05;1084;Hovedstaden;03. 1 år;Alle;20514;73;23;10;0;0,32;112,12;355,85;48,75;
RSV;2019/2020;2020-U05;1084;Hovedstaden;03. 1 år;K;10044;32;11;6;0;0,34;109,52;318,60;59,74;
RSV;2019/2020;2020-U05;1084;Hovedstaden;03. 1 år;M;10470;41;12;4;0;0,29;114,61;391,60;38,20;
RSV;2019/2020;2020-U05;1084;Hovedstaden;04. 2 år;Alle;20462;28;4;0;0;0,14;19,55;136,84;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;04. 2 år;K;9969;11;0;0;0;0,00;0,00;110,34;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;04. 2 år;M;10493;17;4;0;0;0,24;38,12;162,01;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;05. 3-5 år;Alle;58963;51;5;1;0;0,10;8,48;86,49;1,70;
RSV;2019/2020;2020-U05;1084;Hovedstaden;05. 3-5 år;K;28685;25;4;1;0;0,16;13,94;87,15;3,49;
RSV;2019/2020;2020-U05;1084;Hovedstaden;05. 3-5 år;M;30278;26;1;0;0;0,04;3,30;85,87;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;06. 6-14 år;Alle;182214;89;2;0;0;0,02;1,10;48,84;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;06. 6-14 år;K;88768;42;1;0;0;0,02;1,13;47,31;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;06. 6-14 år;M;93446;47;1;0;0;0,02;1,07;50,30;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;07. 15-44 år;Alle;779623;308;13;1;0;0,04;1,67;39,51;0,13;
RSV;2019/2020;2020-U05;1084;Hovedstaden;07. 15-44 år;K;393113;190;10;1;0;0,05;2,54;48,33;0,25;
RSV;2019/2020;2020-U05;1084;Hovedstaden;07. 15-44 år;M;386510;118;3;0;0;0,03;0,78;30,53;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;08. 45-64 år;Alle;452835;234;10;2;0;0,04;2,21;51,67;0,44;
RSV;2019/2020;2020-U05;1084;Hovedstaden;08. 45-64 år;K;228211;140;5;1;0;0,04;2,19;61,35;0,44;
RSV;2019/2020;2020-U05;1084;Hovedstaden;08. 45-64 år;M;224624;94;5;1;0;0,05;2,23;41,85;0,45;
RSV;2019/2020;2020-U05;1084;Hovedstaden;09. 65-74 år;Alle;165184;147;5;1;0;0,03;3,03;88,99;0,61;
RSV;2019/2020;2020-U05;1084;Hovedstaden;09. 65-74 år;K;88958;64;2;0;0;0,03;2,25;71,94;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;09. 65-74 år;M;76226;83;3;1;0;0,04;3,94;108,89;1,31;
RSV;2019/2020;2020-U05;1084;Hovedstaden;10. 75-84 år;Alle;95592;149;6;3;0;0,04;6,28;155,87;3,14;
RSV;2019/2020;2020-U05;1084;Hovedstaden;10. 75-84 år;K;55024;68;4;3;0;0,06;7,27;123,58;5,45;
RSV;2019/2020;2020-U05;1084;Hovedstaden;10. 75-84 år;M;40568;81;2;0;0;0,02;4,93;199,66;0,00;
RSV;2019/2020;2020-U05;1084;Hovedstaden;11. 85+ år;Alle;23021;68;2;2;1;0,03;8,69;295,38;8,69;
RSV;2019/2020;2020-U05;1084;Hovedstaden;11. 85+ år;K;15964;38;1;1;0;0,03;6,26;238,04;6,26;
RSV;2019/2020;2020-U05;1084;Hovedstaden;11. 85+ år;M;7057;30;1;1;1;0,03;14,17;425,11;14,17;
RSV;2019/2020;2020-U05;1084;Hovedstaden;Alle;Alle;1819648;1284;113;41;1;0,09;6,21;70,56;2,25;
RSV;2019/2020;2020-U05;1084;Hovedstaden;Alle;K;929057;672;55;22;0;0,08;5,92;72,33;2,37;
RSV;2019/2020;2020-U05;1084;Hovedstaden;Alle;M;890591;612;58;19;1;0,09;6,51;68,72;2,13;
RSV;2019/2020;2020-U05;1082;Midtjylland;01. 0-5 måneder;Alle;7365;37;19;11;0;0,51;257,98;502,38;149,36;
RSV;2019/2020;2020-U05;1082;Midtjylland;01. 0-5 måneder;K;3635;18;12;8;0;0,67;330,12;495,19;220,08;
RSV;2019/2020;2020-U05;1082;Midtjylland;01. 0-5 måneder;M;3730;19;7;3;0;0,37;187,67;509,38;80,43;
RSV;2019/2020;2020-U05;1082;Midtjylland;02. 6-11 måneder;Alle;7267;15;6;4;0;0,40;82,57;206,41;55,04;
RSV;2019/2020;2020-U05;1082;Midtjylland;02. 6-11 måneder;K;3493;5;2;2;0;0,40;57,26;143,14;57,26;
RSV;2019/2020;2020-U05;1082;Midtjylland;02. 6-11 måneder;M;3774;10;4;2;0;0,40;105,99;264,97;52,99;
RSV;2019/2020;2020-U05;1082;Midtjylland;03. 1 år;Alle;14702;17;9;2;0;0,53;61,22;115,63;13,60;
RSV;2019/2020;2020-U05;1082;Midtjylland;03. 1 år;K;7114;4;2;0;0;0,50;28,11;56,23;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;03. 1 år;M;7588;13;7;2;0;0,54;92,25;171,32;26,36;
RSV;2019/2020;2020-U05;1082;Midtjylland;04. 2 år;Alle;14962;7;3;0;0;0,43;20,05;46,79;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;04. 2 år;K;7268;3;1;0;0;0,33;13,76;41,28;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;04. 2 år;M;7694;4;2;0;0;0,50;25,99;51,99;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;05. 3-5 år;Alle;43037;3;0;0;0;0,00;0,00;6,97;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;05. 3-5 år;K;20872;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;05. 3-5 år;M;22165;3;0;0;0;0,00;0,00;13,53;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;06. 6-14 år;Alle;139271;6;0;0;0;0,00;0,00;4,31;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;06. 6-14 år;K;68208;3;0;0;0;0,00;0,00;4,40;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;06. 6-14 år;M;71063;3;0;0;0;0,00;0,00;4,22;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;07. 15-44 år;Alle;512986;19;0;0;0;0,00;0,00;3,70;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;07. 15-44 år;K;252216;12;0;0;0;0,00;0,00;4,76;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;07. 15-44 år;M;260770;7;0;0;0;0,00;0,00;2,68;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;08. 45-64 år;Alle;340680;18;2;1;0;0,11;0,59;5,28;0,29;
RSV;2019/2020;2020-U05;1082;Midtjylland;08. 45-64 år;K;170764;8;1;0;0;0,13;0,59;4,68;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;08. 45-64 år;M;169916;10;1;1;0;0,10;0,59;5,89;0,59;
RSV;2019/2020;2020-U05;1082;Midtjylland;09. 65-74 år;Alle;139843;12;0;0;0;0,00;0,00;8,58;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;09. 65-74 år;K;71773;4;0;0;0;0,00;0,00;5,57;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;09. 65-74 år;M;68070;8;0;0;0;0,00;0,00;11,75;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;10. 75-84 år;Alle;75107;18;0;0;0;0,00;0,00;23,97;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;10. 75-84 år;K;41080;6;0;0;0;0,00;0,00;14,61;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;10. 75-84 år;M;34027;12;0;0;0;0,00;0,00;35,27;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;11. 85+ år;Alle;18098;7;0;0;0;0,00;0,00;38,68;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;11. 85+ år;K;11787;4;0;0;0;0,00;0,00;33,94;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;11. 85+ år;M;6311;3;0;0;0;0,00;0,00;47,54;0,00;
RSV;2019/2020;2020-U05;1082;Midtjylland;Alle;Alle;1313318;159;39;18;0;0,25;2,97;12,11;1,37;
RSV;2019/2020;2020-U05;1082;Midtjylland;Alle;K;658210;67;18;10;0;0,27;2,73;10,18;1,52;
RSV;2019/2020;2020-U05;1082;Midtjylland;Alle;M;655108;92;21;8;0;0,23;3,21;14,04;1,22;
RSV;2019/2020;2020-U05;1081;Nordjylland;01. 0-5 måneder;Alle;3063;11;7;5;0;0,64;228,53;359,13;163,24;
RSV;2019/2020;2020-U05;1081;Nordjylland;01. 0-5 måneder;K;1499;6;3;3;0;0,50;200,13;400,27;200,13;
RSV;2019/2020;2020-U05;1081;Nordjylland;01. 0-5 måneder;M;1564;5;4;2;0;0,80;255,75;319,69;127,88;
RSV;2019/2020;2020-U05;1081;Nordjylland;02. 6-11 måneder;Alle;2953;4;4;4;0;1,00;135,46;135,46;135,46;
RSV;2019/2020;2020-U05;1081;Nordjylland;02. 6-11 måneder;K;1413;1;1;1;0;1,00;70,77;70,77;70,77;
RSV;2019/2020;2020-U05;1081;Nordjylland;02. 6-11 måneder;M;1540;3;3;3;0;1,00;194,81;194,81;194,81;
RSV;2019/2020;2020-U05;1081;Nordjylland;03. 1 år;Alle;6066;4;4;3;1;1,00;65,94;65,94;49,46;
RSV;2019/2020;2020-U05;1081;Nordjylland;03. 1 år;K;2929;1;1;0;0;1,00;34,14;34,14;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;03. 1 år;M;3137;3;3;3;1;1,00;95,63;95,63;95,63;
RSV;2019/2020;2020-U05;1081;Nordjylland;04. 2 år;Alle;6072;1;0;0;0;0,00;0,00;16,47;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;04. 2 år;K;3014;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;04. 2 år;M;3058;1;0;0;0;0,00;0,00;32,70;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;05. 3-5 år;Alle;17725;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;05. 3-5 år;K;8672;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;05. 3-5 år;M;9053;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;06. 6-14 år;Alle;58200;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;06. 6-14 år;K;28241;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;06. 6-14 år;M;29959;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;07. 15-44 år;Alle;213156;1;0;0;0;0,00;0,00;0,47;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;07. 15-44 år;K;102385;1;0;0;0;0,00;0,00;0,98;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;07. 15-44 år;M;110771;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;08. 45-64 år;Alle;156077;3;1;0;0;0,33;0,64;1,92;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;08. 45-64 år;K;77841;2;1;0;0;0,50;1,28;2,57;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;08. 45-64 år;M;78236;1;0;0;0;0,00;0,00;1,28;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;09. 65-74 år;Alle;68278;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;09. 65-74 år;K;34650;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;09. 65-74 år;M;33628;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;10. 75-84 år;Alle;38279;2;0;0;0;0,00;0,00;5,22;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;10. 75-84 år;K;20891;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;10. 75-84 år;M;17388;2;0;0;0;0,00;0,00;11,50;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;11. 85+ år;Alle;9320;1;0;0;0;0,00;0,00;10,73;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;11. 85+ år;K;5976;0;0;0;0;0,00;0,00;0,00;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;11. 85+ år;M;3344;1;0;0;0;0,00;0,00;29,90;0,00;
RSV;2019/2020;2020-U05;1081;Nordjylland;Alle;Alle;579189;27;16;12;1;0,59;2,76;4,66;2,07;
RSV;2019/2020;2020-U05;1081;Nordjylland;Alle;K;287511;11;6;4;0;0,55;2,09;3,83;1,39;
RSV;2019/2020;2020-U05;1081;Nordjylland;Alle;M;291678;16;10;8;1;0,63;3,43;5,49;2,74;
RSV;2019/2020;2020-U05;1085;Sjælland;01. 0-5 måneder;Alle;4096;28;16;10;0;0,57;390,63;683,59;244,14;
RSV;2019/2020;2020-U05;1085;Sjælland;01. 0-5 måneder;K;2010;13;10;8;0;0,77;497,51;646,77;398,01;
RSV;2019/2020;2020-U05;1085;Sjælland;01. 0-5 måneder;M;2086;15;6;2;0;0,40;287,63;719,08;95,88;
RSV;2019/2020;2020-U05;1085;Sjælland;02. 6-11 måneder;Alle;4180;30;13;4;0;0,43;311,00;717,70;95,69;
RSV;2019/2020;2020-U05;1085;Sjælland;02. 6-11 måneder;K;2019;13;7;2;0;0,54;346,71;643,88;99,06;
RSV;2019/2020;2020-U05;1085;Sjælland;02. 6-11 måneder;M;2161;17;6;2;0;0,35;277,65;786,67;92,55;
RSV;2019/2020;2020-U05;1085;Sjælland;03. 1 år;Alle;8391;37;17;6;0;0,46;202,60;440,95;71,51;
RSV;2019/2020;2020-U05;1085;Sjælland;03. 1 år;K;4095;20;12;4;0;0,60;293,04;488,40;97,68;
RSV;2019/2020;2020-U05;1085;Sjælland;03. 1 år;M;4296;17;5;2;0;0,29;116,39;395,72;46,55;
RSV;2019/2020;2020-U05;1085;Sjælland;04. 2 år;Alle;8530;22;8;3;0;0,36;93,79;257,91;35,17;
RSV;2019/2020;2020-U05;1085;Sjælland;04. 2 år;K;4146;9;4;1;0;0,44;96,48;217,08;24,12;
RSV;2019/2020;2020-U05;1085;Sjælland;04. 2 år;M;4384;13;4;2;0;0,31;91,24;296,53;45,62;
RSV;2019/2020;2020-U05;1085;Sjælland;05. 3-5 år;Alle;26018;25;5;0;0;0,20;19,22;96,09;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;05. 3-5 år;K;12516;13;1;0;0;0,08;7,99;103,87;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;05. 3-5 år;M;13502;12;4;0;0;0,33;29,63;88,88;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;06. 6-14 år;Alle;86678;37;0;0;0;0,00;0,00;42,69;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;06. 6-14 år;K;42266;16;0;0;0;0,00;0,00;37,86;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;06. 6-14 år;M;44412;21;0;0;0;0,00;0,00;47,28;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;07. 15-44 år;Alle;273442;113;3;0;0;0,03;1,10;41,33;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;07. 15-44 år;K;133601;68;2;0;0;0,03;1,50;50,90;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;07. 15-44 år;M;139841;45;1;0;0;0,02;0,72;32,18;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;08. 45-64 år;Alle;242637;80;3;1;0;0,04;1,24;32,97;0,41;
RSV;2019/2020;2020-U05;1085;Sjælland;08. 45-64 år;K;122055;37;2;1;0;0,05;1,64;30,31;0,82;
RSV;2019/2020;2020-U05;1085;Sjælland;08. 45-64 år;M;120582;43;1;0;0;0,02;0,83;35,66;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;09. 65-74 år;Alle;103371;55;3;1;0;0,05;2,90;53,21;0,97;
RSV;2019/2020;2020-U05;1085;Sjælland;09. 65-74 år;K;53639;24;3;1;0;0,13;5,59;44,74;1,86;
RSV;2019/2020;2020-U05;1085;Sjælland;09. 65-74 år;M;49732;31;0;0;0;0,00;0,00;62,33;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;10. 75-84 år;Alle;57553;58;2;2;0;0,03;3,48;100,78;3,48;
RSV;2019/2020;2020-U05;1085;Sjælland;10. 75-84 år;K;31507;22;1;1;0;0,05;3,17;69,83;3,17;
RSV;2019/2020;2020-U05;1085;Sjælland;10. 75-84 år;M;26046;36;1;1;0;0,03;3,84;138,22;3,84;
RSV;2019/2020;2020-U05;1085;Sjælland;11. 85+ år;Alle;12139;26;0;0;0;0,00;0,00;214,19;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;11. 85+ år;K;8048;16;0;0;0;0,00;0,00;198,81;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;11. 85+ år;M;4091;10;0;0;0;0,00;0,00;244,44;0,00;
RSV;2019/2020;2020-U05;1085;Sjælland;Alle;Alle;827035;511;70;27;0;0,14;8,46;61,79;3,26;
RSV;2019/2020;2020-U05;1085;Sjælland;Alle;K;415902;251;42;18;0;0,17;10,10;60,35;4,33;
RSV;2019/2020;2020-U05;1085;Sjælland;Alle;M;411133;260;28;9;0;0,11;6,81;63,24;2,19;
RSV;2019/2020;2020-U05;1083;Syddanmark;01. 0-5 måneder;Alle;6246;42;28;16;0;0,67;448,29;672,43;256,16;
RSV;2019/2020;2020-U05;1083;Syddanmark;01. 0-5 måneder;K;3038;16;12;4;0;0,75;395,00;526,66;131,67;
RSV;2019/2020;2020-U05;1083;Syddanmark;01. 0-5 måneder;M;3208;26;16;12;0;0,62;498,75;810,47;374,06;
RSV;2019/2020;2020-U05;1083;Syddanmark;02. 6-11 måneder;Alle;6127;22;14;7;0;0,64;228,50;359,07;114,25;
RSV;2019/2020;2020-U05;1083;Syddanmark;02. 6-11 måneder;K;2951;6;5;1;0;0,83;169,43;203,32;33,89;
RSV;2019/2020;2020-U05;1083;Syddanmark;02. 6-11 måneder;M;3176;16;9;6;0;0,56;283,38;503,78;188,92;
RSV;2019/2020;2020-U05;1083;Syddanmark;03. 1 år;Alle;12723;32;14;5;0;0,44;110,04;251,51;39,30;
RSV;2019/2020;2020-U05;1083;Syddanmark;03. 1 år;K;6138;15;7;3;0;0,47;114,04;244,38;48,88;
RSV;2019/2020;2020-U05;1083;Syddanmark;03. 1 år;M;6585;17;7;2;0;0,41;106,30;258,16;30,37;
RSV;2019/2020;2020-U05;1083;Syddanmark;04. 2 år;Alle;12818;13;9;1;0;0,69;70,21;101,42;7,80;
RSV;2019/2020;2020-U05;1083;Syddanmark;04. 2 år;K;6208;8;5;1;0;0,63;80,54;128,87;16,11;
RSV;2019/2020;2020-U05;1083;Syddanmark;04. 2 år;M;6610;5;4;0;0;0,80;60,51;75,64;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;05. 3-5 år;Alle;37760;26;5;0;0;0,19;13,24;68,86;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;05. 3-5 år;K;18333;15;3;0;0;0,20;16,36;81,82;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;05. 3-5 år;M;19427;11;2;0;0;0,18;10,29;56,62;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;06. 6-14 år;Alle;126650;18;1;0;0;0,06;0,79;14,21;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;06. 6-14 år;K;61757;5;1;0;0;0,20;1,62;8,10;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;06. 6-14 år;M;64893;13;0;0;0;0,00;0,00;20,03;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;07. 15-44 år;Alle;429991;73;6;2;0;0,08;1,40;16,98;0,47;
RSV;2019/2020;2020-U05;1083;Syddanmark;07. 15-44 år;K;209781;47;3;0;0;0,06;1,43;22,40;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;07. 15-44 år;M;220210;26;3;2;0;0,12;1,36;11,81;0,91;
RSV;2019/2020;2020-U05;1083;Syddanmark;08. 45-64 år;Alle;333312;76;4;3;0;0,05;1,20;22,80;0,90;
RSV;2019/2020;2020-U05;1083;Syddanmark;08. 45-64 år;K;166638;31;0;0;0;0,00;0,00;18,60;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;08. 45-64 år;M;166674;45;4;3;0;0,09;2,40;27,00;1,80;
RSV;2019/2020;2020-U05;1083;Syddanmark;09. 65-74 år;Alle;139472;42;5;5;0;0,12;3,58;30,11;3,58;
RSV;2019/2020;2020-U05;1083;Syddanmark;09. 65-74 år;K;71644;21;1;1;0;0,05;1,40;29,31;1,40;
RSV;2019/2020;2020-U05;1083;Syddanmark;09. 65-74 år;M;67828;21;4;4;0;0,19;5,90;30,96;5,90;
RSV;2019/2020;2020-U05;1083;Syddanmark;10. 75-84 år;Alle;79590;34;0;0;0;0,00;0,00;42,72;0,00;
RSV;2019/2020;2020-U05;1083;Syddanmark;10. 75-84 år;K;43631;18;0;0;0;0,00;0,00;41,26;0,00;
