"Uge";"Aldersgruppe";"Testede pr. 100.000 borgere";"Positive pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"Antal testede";"Antal positive";"Positiv procent";"timestamp_2026-09-01T11:40:01.667"
2022-U08;65-79;8950;2666;70,7;80891;24092;29,8;
2022-U08;80+;10498;2106;184,9;30650;6150;20,1;
2022-U09;00-02;2307;779;34,9;4295;1453;33,8;
2022-U09;03-05;3633;998;3,7;6806;1868;27,5;
2022-U09;06-11;3839;976;3,3;14067;3580;25,5;
2022-U09;12-15;3913;1237;5,5;10674;3373;31,6;
2022-U09;16-19;4496;1273;8,0;12327;3489;28,3;
2022-U09;20-39;6748;1802;15,5;100580;26827;26,7;
2022-U09;40-64;9418;2319;19,3;177891;43810;24,6;
2022-U09;65-79;7516;2291;66,2;67988;20709;30,5;
2022-U09;80+;8933;1824;170,6;26136;5326;20,4;
2022-U10;00-02;1427;403;14,5;2657;751;28,3;
2022-U10;03-05;2317;441;3,7;4340;826;19,0;
2022-U10;06-11;3036;576;1,9;11126;2109;19,0;
2022-U10;12-15;3569;811;5,1;9736;2213;22,7;
2022-U10;16-19;3998;842;4,4;10963;2310;21,1;
2022-U10;20-39;5616;1266;10,9;83705;18870;22,5;
2022-U10;40-64;7462;1724;16,4;140940;32565;23,1;
2022-U10;65-79;6338;1809;56,5;57329;16365;28,6;
2022-U10;80+;7709;1480;154,5;22555;4329;19,2;
2022-U11;00-02;780;175;12,9;1451;326;22,5;
2022-U11;03-05;1244;168;2,1;2331;315;13,5;
2022-U11;06-11;1791;231;1,4;6563;846;12,9;
2022-U11;12-15;2230;370;2,6;6083;1008;16,6;
2022-U11;16-19;2341;379;5,5;6419;1039;16,2;
2022-U11;20-39;3760;715;8,3;56048;10661;19,0;
2022-U11;40-64;5059;1127;15,6;95557;21280;22,3;
2022-U11;65-79;4713;1324;43,7;42636;11980;28,1;
2022-U11;80+;6314;1140;138,1;18474;3336;18,1;
2022-U12;00-02;632;124;10,7;1176;231;19,6;
2022-U12;03-05;930;99;1,1;1742;185;10,6;
2022-U12;06-11;1295;124;0,5;4744;453;9,6;
2022-U12;12-15;1446;209;1,8;3945;571;14,5;
2022-U12;16-19;1650;216;2,2;4524;592;13,1;
2022-U12;20-39;2809;480;5,6;41866;7158;17,1;
2022-U12;40-64;3839;785;11,6;72515;14834;20,5;
2022-U12;65-79;3738;968;40,9;33816;8754;25,9;
2022-U12;80+;5113;830;108,3;14961;2429;16,2;
2022-U13;00-02;486;67;9,1;905;125;13,8;
2022-U13;03-05;632;48;0,0;1184;89;7,5;
2022-U13;06-11;842;70;0,3;3087;258;8,4;
2022-U13;12-15;984;104;0,7;2684;284;10,6;
2022-U13;16-19;1253;130;0,7;3436;357;10,4;
2022-U13;20-39;2082;282;4,6;31029;4203;13,6;
2022-U13;40-64;2912;527;9,1;55012;9953;18,1;
2022-U13;65-79;2919;649;33,7;26401;5870;22,2;
2022-U13;80+;4136;547;90,6;12101;1599;13,2;
2022-U14;00-02;425;43;7,5;796;81;10,2;
2022-U14;03-05;598;44;1,6;1118;82;7,3;
2022-U14;06-11;852;50;0,8;3122;183;5,9;
2022-U14;12-15;1096;89;0,0;2990;243;8,1;
2022-U14;16-19;1253;95;1,5;3439;261;7,6;
2022-U14;20-39;1796;217;4,3;26853;3241;12,1;
2022-U14;40-64;2386;404;7,6;45072;7637;16,9;
2022-U14;65-79;2420;518;29,8;21895;4688;21,4;
2022-U14;80+;3581;453;79,5;10495;1328;12,7;
2022-U15;00-02;327;35;4,8;611;66;10,8;
2022-U15;03-05;433;30;0,5;810;57;7,0;
2022-U15;06-11;456;34;0,3;1669;123;7,4;
2022-U15;12-15;551;56;0,0;1504;153;10,2;
2022-U15;16-19;588;59;0,0;1614;163;10,1;
2022-U15;20-39;1214;156;3,5;18153;2330;12,8;
2022-U15;40-64;1489;289;5,5;28127;5451;19,4;
2022-U15;65-79;1730;373;23,3;15650;3375;21,6;
2022-U15;80+;2799;330;74,7;8205;967;11,8;
2022-U16;00-02;245;25;2,7;458;47;10,3;
2022-U16;03-05;260;28;1,6;486;52;10,7;
2022-U16;06-11;297;31;0,0;1089;115;10,6;
2022-U16;12-15;474;58;0,4;1294;157;12,1;
2022-U16;16-19;664;66;1,5;1822;181;9,9;
2022-U16;20-39;1208;150;2,6;18055;2242;12,4;
2022-U16;40-64;1592;257;5,3;30072;4847;16,1;
2022-U16;65-79;1812;279;18,3;16396;2528;15,4;
2022-U16;80+;2817;294;67,9;8257;861;10,4;
2022-U17;00-02;229;24;2,7;429;45;10,5;
2022-U17;03-05;231;16;0,5;431;29;6,7;
2022-U17;06-11;265;20;0,0;971;72;7,4;
2022-U17;12-15;387;35;0,0;1055;96;9,1;
2022-U17;16-19;491;40;0,4;1348;111;8,2;
2022-U17;20-39;1032;89;1,4;15423;1324;8,6;
2022-U17;40-64;1304;157;3,3;24622;2956;12,0;
2022-U17;65-79;1534;201;17,1;13880;1814;13,1;
2022-U17;80+;2355;194;50,5;6902;568;8,2;
2022-U18;00-02;229;22;2,7;426;41;9,6;
2022-U18;03-05;211;14;0,5;395;26;6,6;
2022-U18;06-11;259;19;0,0;950;70;7,4;
2022-U18;12-15;350;24;0,7;954;66;6,9;
2022-U18;16-19;460;30;0,0;1261;81;6,4;
2022-U18;20-39;853;68;1,2;12768;1017;8,0;
2022-U18;40-64;1129;136;3,8;21332;2577;12,1;
2022-U18;65-79;1213;167;15,7;10984;1512;13,8;
2022-U18;80+;1770;135;29,2;5214;397;7,6;
2022-U19;00-02;198;17;2,1;369;31;8,4;
2022-U19;03-05;199;6;0,0;372;12;3,2;
2022-U19;06-11;252;14;0,3;924;51;5,5;
2022-U19;12-15;417;20;0,4;1137;54;4,8;
2022-U19;16-19;443;27;0,4;1216;73;6,0;
2022-U19;20-39;747;60;0,9;11186;894;8,0;
2022-U19;40-64;952;111;2,0;17986;2097;11,7;
2022-U19;65-79;985;133;10,9;8919;1201;13,5;
2022-U19;80+;1425;109;29,9;4200;321;7,6;
2022-U20;00-02;193;10;1,6;359;18;5,0;
2022-U20;03-05;172;7;0,0;322;14;4,4;
2022-U20;06-11;219;10;0,3;802;38;4,7;
2022-U20;12-15;367;29;0,4;1001;80;8,0;
2022-U20;16-19;336;15;1,5;922;42;4,6;
2022-U20;20-39;678;47;0,8;10149;704;6,9;
2022-U20;40-64;900;101;2,3;16996;1917;11,3;
2022-U20;65-79;903;107;9,8;8171;973;11,9;
2022-U20;80+;1280;90;23,1;3773;264;7,0;
2022-U21;00-02;152;8;0,5;284;15;5,3;
2022-U21;03-05;132;5;0,0;248;10;4,0;
2022-U21;06-11;185;9;0,0;677;34;5,0;
2022-U21;12-15;375;16;0,0;1024;45;4,4;
2022-U21;16-19;271;13;0,0;743;37;5,0;
2022-U21;20-39;534;40;0,7;7995;603;7,5;
2022-U21;40-64;679;76;1,4;12826;1440;11,2;
2022-U21;65-79;728;92;7,5;6590;834;12,7;
2022-U21;80+;1080;70;18,7;3181;205;6,4;
2022-U22;00-02;163;8;3,8;304;14;4,6;
2022-U22;03-05;136;5;0,0;254;10;3,9;
2022-U22;06-11;174;11;0,0;638;39;6,1;
2022-U22;12-15;307;9;0,0;837;25;3,0;
2022-U22;16-19;244;16;0,0;670;43;6,4;
2022-U22;20-39;534;45;1,1;7990;676;8,5;
2022-U22;40-64;694;94;1,5;13113;1768;13,5;
2022-U22;65-79;704;103;6,3;6376;935;14,7;
2022-U22;80+;944;75;21,0;2783;220;7,9;
2022-U23;00-02;182;15;1,1;338;28;8,3;
2022-U23;03-05;169;11;0,0;317;20;6,3;
2022-U23;06-11;218;16;0,0;802;59;7,4;
2022-U23;12-15;333;22;0,0;911;60;6,6;
2022-U23;16-19;278;29;0,4;763;80;10,5;
2022-U23;20-39;576;84;0,9;8637;1261;14,6;
2022-U23;40-64;803;143;1,8;15170;2707;17,8;
2022-U23;65-79;786;137;7,5;7127;1244;17,5;
2022-U23;80+;914;84;20,9;2705;249;9,2;
2022-U24;00-02;233;25;5,4;434;47;10,8;
2022-U24;03-05;250;14;0,5;470;27;5,7;
2022-U24;06-11;333;15;0,3;1225;56;4,6;
2022-U24;12-15;428;41;0,4;1170;112;9,6;
2022-U24;16-19;330;44;1,1;906;122;13,5;
2022-U24;20-39;728;123;0,8;10919;1840;16,9;
2022-U24;40-64;944;201;2,8;17836;3804;21,3;
2022-U24;65-79;948;195;11,8;8592;1767;20,6;
2022-U24;80+;1229;123;29,0;3638;364;10,0;
2022-U25;00-02;277;33;7,5;516;62;12,0;
2022-U25;03-05;303;18;0,0;569;34;6,0;
2022-U25;06-11;425;23;0,5;1563;85;5,4;
2022-U25;12-15;692;39;0,0;1891;106;5,6;
2022-U25;16-19;573;44;0,7;1573;121;7,7;
2022-U25;20-39;794;162;1,9;11910;2436;20,5;
2022-U25;40-64;1011;253;4,0;19105;4776;25,0;
2022-U25;65-79;1046;244;14,9;9480;2212;23,3;
2022-U25;80+;1431;163;41,2;4238;482;11,4;
2022-U26;00-02;315;34;5,4;587;63;10,7;
2022-U26;03-05;386;27;0,0;725;50;6,9;
2022-U26;06-11;489;34;0,0;1796;126;7,0;
2022-U26;12-15;816;55;0,7;2230;149;6,7;
2022-U26;16-19;921;135;0,7;2529;372;14,7;
2022-U26;20-39;1066;235;2,9;15998;3533;22,1;
2022-U26;40-64;1152;296;4,2;21771;5594;25,7;
2022-U26;65-79;1188;288;15,8;10765;2612;24,3;
2022-U26;80+;1972;196;49,7;5837;579;9,9;
2022-U27;00-02;326;52;5,9;608;97;16,0;
2022-U27;03-05;390;41;1,1;734;78;10,6;
2022-U27;06-11;480;40;0,3;1767;146;8,3;
2022-U27;12-15;737;72;0,0;2017;197;9,8;
2022-U27;16-19;1046;186;3,3;2884;514;17,8;
2022-U27;20-39;1313;327;3,2;19726;4912;24,9;
2022-U27;40-64;1290;354;4,8;24401;6700;27,5;
2022-U27;65-79;1200;296;17,4;10888;2681;24,6;
2022-U27;80+;1902;200;61,5;5661;595;10,5;
2022-U28;00-02;299;62;5,4;558;115;20,6;
2022-U28;03-05;413;49;0,5;778;92;11,8;
2022-U28;06-11;533;63;0,0;1961;232;11,8;
2022-U28;12-15;717;94;0,4;1963;258;13,1;
2022-U28;16-19;955;151;2,5;2633;417;15,8;
2022-U28;20-39;1180;267;3,4;17726;4009;22,6;
2022-U28;40-64;1266;336;5,4;23945;6360;26,6;
2022-U28;65-79;1329;341;24,7;12053;3097;25,7;
2022-U28;80+;2477;288;80,0;7372;858;11,6;
2022-U29;00-02;249;59;8,0;465;111;23,9;
2022-U29;03-05;361;51;1,1;679;96;14,1;
2022-U29;06-11;453;64;0,0;1666;237;14,2;
2022-U29;12-15;604;93;0,4;1653;255;15,4;
2022-U29;16-19;720;114;1,5;1985;313;15,8;
2022-U29;20-39;959;216;3,3;14405;3244;22,5;
2022-U29;40-64;1134;289;5,7;21456;5471;25,5;
2022-U29;65-79;1323;300;27,7;12001;2720;22,7;
2022-U29;80+;2547;262;76,0;7579;779;10,3;
2022-U30;00-02;221;52;8,0;413;97;23,5;
2022-U30;03-05;296;52;0,0;558;97;17,4;
2022-U30;06-11;406;79;0,0;1494;289;19,3;
2022-U30;12-15;452;80;0,7;1236;220;17,8;
2022-U30;16-19;512;90;1,1;1411;247;17,5;
2022-U30;20-39;811;184;2,7;12183;2759;22,7;
2022-U30;40-64;951;234;4,0;17995;4435;24,7;
2022-U30;65-79;1112;219;21,3;10085;1986;19,7;
2022-U30;80+;2409;177;58,8;7169;527;7,4;
2022-U31;00-02;197;54;5,9;367;101;27,5;
2022-U31;03-05;248;52;1,1;467;98;21,0;
2022-U31;06-11;353;73;0,0;1299;269;20,7;
2022-U31;12-15;395;86;0,0;1083;235;21,7;
2022-U31;16-19;483;102;2,9;1331;281;21,1;
2022-U31;20-39;704;166;2,3;10587;2504;23,7;
2022-U31;40-64;848;227;3,9;16054;4305;26,8;
2022-U31;65-79;997;217;16,6;9049;1967;21,7;
2022-U31;80+;2090;173;54,2;6247;516;8,3;
2022-U32;00-02;278;65;9,1;518;121;23,4;
2022-U32;03-05;306;69;0,5;576;130;22,6;
2022-U32;06-11;326;91;0,5;1203;335;27,9;
2022-U32;12-15;339;87;0,0;928;239;25,8;
2022-U32;16-19;450;120;1,1;1242;331;26,7;
2022-U32;20-39;810;214;2,3;12187;3217;26,4;
2022-U32;40-64;931;274;4,8;17623;5188;29,4;
2022-U32;65-79;974;220;18,6;8842;1996;22,6;
2022-U32;80+;1870;176;47,2;5589;526;9,4;
2022-U33;00-02;275;49;6,4;513;92;17,9;
2022-U33;03-05;360;62;1,1;678;117;17,3;
2022-U33;06-11;404;84;0,8;1487;308;20,7;
2022-U33;12-15;443;91;0,4;1214;250;20,6;
2022-U33;16-19;476;92;0,7;1313;254;19,4;
2022-U33;20-39;808;148;2,3;12152;2230;18,4;
2022-U33;40-64;1001;183;4,2;18943;3473;18,3;
2022-U33;65-79;953;174;17,7;8652;1579;18,3;
2022-U33;80+;2091;161;51,8;6251;481;7,7;
2022-U34;00-02;270;37;4,8;504;69;13,7;
2022-U34;03-05;298;33;0,5;562;63;11,2;
2022-U34;06-11;353;49;0,5;1299;180;13,9;
2022-U34;12-15;409;51;0,7;1121;141;12,6;
2022-U34;16-19;416;57;0,7;1147;156;13,6;
2022-U34;20-39;698;104;1,5;10498;1566;14,9;
2022-U34;40-64;884;136;3,3;16733;2580;15,4;
2022-U34;65-79;838;138;13,3;7609;1257;16,5;
2022-U34;80+;1781;115;39,5;5324;344;6,5;
2022-U35;00-02;236;16;4,3;439;30;6,8;
2022-U35;03-05;237;21;1,6;447;39;8,7;
2022-U35;06-11;275;23;0,0;1012;85;8,4;
2022-U35;12-15;301;30;0,4;824;83;10,1;
2022-U35;16-19;354;38;0,4;977;105;10,8;
2022-U35;20-39;646;75;1,6;9709;1125;11,6;
2022-U35;40-64;890;107;2,5;16846;2032;12,1;
2022-U35;65-79;808;121;10,8;7340;1099;15,0;
2022-U35;80+;1546;100;25,8;4623;300;6,5;
2022-U36;00-02;236;15;3,2;440;28;6,4;
2022-U36;03-05;195;12;0,0;368;22;6,0;
2022-U36;06-11;225;21;0,0;831;79;9,5;
2022-U36;12-15;313;26;0,0;858;70;8,2;
