"Uge";"Aldersgruppe";"Testede pr. 100.000 borgere";"Positive pr. 100.000 borgere";"Nye indlæggelser pr. 100.000 borgere";"Antal testede";"Antal positive";"Positiv procent";"timestamp_2026-09-01T11:40:01.667"
2020-U04;00-02;0;0;0,0;0;0;0,0;
2020-U04;03-05;0;0;0,0;0;0;0,0;
2020-U04;06-11;0;0;0,0;0;0;0,0;
2020-U04;12-15;0;0;0,0;0;0;0,0;
2020-U04;16-19;0;0;0,0;0;0;0,0;
2020-U04;20-39;0;0;0,0;0;0;0,0;
2020-U04;40-64;0;0;0,0;0;0;0,0;
2020-U04;65-79;0;0;0,0;0;0;0,0;
2020-U04;80+;0;0;0,0;0;0;0,0;
2020-U05;65-79;0;0;0,0;1;0;0,0;
2020-U07;40-64;0;0;0,0;1;0;0,0;
2020-U08;20-39;0;0;0,0;5;0;0,0;
2020-U08;40-64;0;0;0,0;1;0;0,0;
2020-U09;00-02;3;0;0,0;6;0;0,0;
2020-U09;03-05;4;0;0,0;7;0;0,0;
2020-U09;06-11;12;0;0,0;45;0;0,0;
2020-U09;12-15;16;0;0,4;44;1;2,3;
2020-U09;16-19;13;0;0,0;36;0;0,0;
2020-U09;20-39;5;0;0,0;73;0;0,0;
2020-U09;40-64;6;0;0,0;110;3;2,7;
2020-U09;65-79;1;0;0,0;6;0;0,0;
2020-U09;80+;1;0;0,0;2;0;0,0;
2020-U10;00-02;12;0;0,0;22;0;0,0;
2020-U10;03-05;14;0;0,0;26;0;0,0;
2020-U10;06-11;16;0;0,0;61;0;0,0;
2020-U10;12-15;14;0;0,0;38;1;2,6;
2020-U10;16-19;18;1;0,0;50;2;4,0;
2020-U10;20-39;15;2;0,1;219;25;11,4;
2020-U10;40-64;17;2;0,3;330;44;13,3;
2020-U10;65-79;3;0;0,0;28;4;14,3;
2020-U10;80+;5;1;1,1;13;4;30,8;
2020-U11;00-02;92;2;1,1;172;4;2,3;
2020-U11;03-05;39;0;0,0;71;0;0,0;
2020-U11;06-11;36;2;0,3;140;7;5,0;
2020-U11;12-15;37;3;0,4;100;8;8,0;
2020-U11;16-19;69;8;0,4;191;21;11,0;
2020-U11;20-39;90;17;0,8;1335;258;19,3;
2020-U11;40-64;95;24;3,2;1823;458;25,1;
2020-U11;65-79;77;6;4,0;683;49;7,2;
2020-U11;80+;143;8;7,6;395;22;5,6;
2020-U12;00-02;159;1;0,0;298;2;0,7;
2020-U12;03-05;38;0;0,0;69;0;0,0;
2020-U12;06-11;12;0;0,0;48;1;2,1;
2020-U12;12-15;15;0;0,0;40;0;0,0;
2020-U12;16-19;31;0;0,0;87;1;1,2;
2020-U12;20-39;108;5;1,5;1604;75;4,7;
2020-U12;40-64;148;12;5,4;2825;230;8,1;
2020-U12;65-79;163;17;13,5;1452;153;10,5;
2020-U12;80+;314;32;30,2;863;89;10,3;
2020-U13;00-02;133;3;1,1;249;5;2,0;
2020-U13;03-05;21;0;0,0;39;0;0,0;
2020-U13;06-11;18;0;0,0;68;0;0,0;
2020-U13;12-15;26;1;0,7;70;3;4,3;
2020-U13;16-19;51;3;1,4;143;9;6,3;
2020-U13;20-39;149;12;1,8;2207;174;7,9;
2020-U13;40-64;214;26;9,0;4088;493;12,1;
2020-U13;65-79;215;34;26,8;1919;307;16,0;
2020-U13;80+;418;51;39,2;1152;141;12,2;
2020-U14;00-02;235;4;0,5;440;7;1,6;
2020-U14;03-05;96;1;0,5;175;2;1,1;
2020-U14;06-11;89;3;0,0;344;13;3,8;
2020-U14;12-15;105;4;0,0;287;12;4,2;
2020-U14;16-19;184;12;0,0;512;32;6,3;
2020-U14;20-39;476;37;1,5;7065;549;7,8;
2020-U14;40-64;685;54;5,7;13106;1036;7,9;
2020-U14;65-79;441;32;13,7;3931;281;7,2;
2020-U14;80+;777;76;35,2;2140;210;9,8;
2020-U15;00-02;289;6;1,1;541;11;2,0;
2020-U15;03-05;175;3;0,0;320;5;1,6;
2020-U15;06-11;139;5;0,0;533;21;3,9;
2020-U15;12-15;139;7;0,0;381;18;4,7;
2020-U15;16-19;255;17;0,0;709;48;6,8;
2020-U15;20-39;495;34;1,0;7346;509;6,9;
2020-U15;40-64;624;37;3,8;11937;706;5,9;
2020-U15;65-79;435;21;7,2;3881;185;4,8;
2020-U15;80+;636;46;25,0;1756;128;7,3;
2020-U16;00-02;330;4;0,5;617;8;1,3;
2020-U16;03-05;205;1;0,0;375;2;0,5;
2020-U16;06-11;229;5;0,0;879;18;2,1;
2020-U16;12-15;148;5;0,0;406;15;3,7;
2020-U16;16-19;285;10;0,4;793;28;3,5;
2020-U16;20-39;476;24;0,7;7072;352;5,0;
2020-U16;40-64;615;27;2,8;11764;507;4,3;
2020-U16;65-79;446;13;6,5;3979;117;2,9;
2020-U16;80+;748;46;22,8;2068;126;6,1;
2020-U17;00-02;840;2;1,1;1572;3;0,2;
2020-U17;03-05;634;5;0,0;1162;10;0,9;
2020-U17;06-11;724;8;0,0;2778;31;1,1;
2020-U17;12-15;489;8;0,4;1338;23;1,7;
2020-U17;16-19;710;17;0,0;1974;48;2,4;
2020-U17;20-39;1382;27;0,3;20529;396;1,9;
2020-U17;40-64;1778;26;2,0;34006;488;1,4;
2020-U17;65-79;1115;17;6,7;9939;150;1,5;
2020-U17;80+;1664;50;25,0;4598;138;3,0;
2020-U18;00-02;960;9;0,0;1797;16;0,9;
2020-U18;03-05;720;9;0,0;1321;16;1,2;
2020-U18;06-11;1035;10;0,0;3971;39;1,0;
2020-U18;12-15;656;12;0,0;1795;32;1,8;
2020-U18;16-19;928;12;0,4;2579;33;1,3;
2020-U18;20-39;1791;21;0,9;26598;313;1,2;
2020-U18;40-64;2278;19;1,2;43568;368;0,8;
2020-U18;65-79;1468;9;3,5;13087;84;0,6;
2020-U18;80+;2008;28;14,5;5549;77;1,4;
2020-U19;00-02;791;8;0,5;1482;15;1,0;
2020-U19;03-05;534;3;0,0;980;5;0,5;
2020-U19;06-11;686;7;0,0;2625;28;1,1;
2020-U19;12-15;535;9;0,4;1462;25;1,7;
2020-U19;16-19;885;8;0,4;2456;21;0,9;
2020-U19;20-39;1567;14;0,2;23282;203;0,9;
2020-U19;40-64;1882;14;1,0;35993;263;0,7;
2020-U19;65-79;1352;7;2,8;12079;61;0,5;
2020-U19;80+;2057;14;7,9;5703;38;0,7;
2020-U20;00-02;900;5;0,0;1687;9;0,5;
2020-U20;03-05;608;5;0,0;1116;9;0,8;
2020-U20;06-11;713;4;0,0;2728;17;0,6;
2020-U20;12-15;661;5;0,0;1808;13;0,7;
2020-U20;16-19;945;9;0,0;2622;24;0,9;
2020-U20;20-39;1558;10;0,3;23137;151;0,7;
2020-U20;40-64;1809;8;1,0;34606;147;0,4;
2020-U20;65-79;1418;4;1,3;12664;39;0,3;
2020-U20;80+;2068;9;6,9;5735;24;0,4;
2020-U21;00-02;889;5;0,0;1666;9;0,5;
2020-U21;03-05;597;4;0,0;1097;8;0,7;
2020-U21;06-11;531;4;0,0;2031;17;0,8;
2020-U21;12-15;582;3;0,0;1592;8;0,5;
2020-U21;16-19;1257;4;0,0;3488;12;0,3;
2020-U21;20-39;1875;9;0,1;27845;136;0,5;
2020-U21;40-64;1503;7;0,8;28737;139;0,5;
2020-U21;65-79;1291;4;2,7;11529;34;0,3;
2020-U21;80+;1696;8;3,6;4702;21;0,5;
2020-U22;00-02;1018;3;0,5;1907;6;0,3;
2020-U22;03-05;680;2;0,0;1249;4;0,3;
2020-U22;06-11;594;3;0,0;2272;11;0,5;
2020-U22;12-15;798;2;0,0;2182;5;0,2;
2020-U22;16-19;1079;7;0,4;2993;20;0,7;
2020-U22;20-39;1692;6;0,2;25127;96;0,4;
2020-U22;40-64;1648;5;0,4;31522;95;0,3;
2020-U22;65-79;1783;4;1,6;15923;40;0,3;
2020-U22;80+;1874;8;4,0;5197;23;0,4;
2020-U23;00-02;1094;3;0,5;2035;6;0,3;
2020-U23;03-05;738;3;0,0;1349;5;0,4;
2020-U23;06-11;541;3;0,0;2058;12;0,6;
2020-U23;12-15;626;4;0,0;1707;10;0,6;
2020-U23;16-19;1003;3;0,0;2763;8;0,3;
2020-U23;20-39;1445;5;0,1;21252;79;0,4;
2020-U23;40-64;1348;4;0,6;25711;85;0,3;
2020-U23;65-79;1480;3;0,8;13205;30;0,2;
2020-U23;80+;1698;4;2,9;4719;12;0,3;
2020-U24;00-02;1880;2;0,0;3496;3;0,1;
2020-U24;03-05;1510;3;0,0;2760;5;0,2;
2020-U24;06-11;1102;5;0,0;4194;19;0,5;
2020-U24;12-15;998;1;0,0;2722;4;0,2;
2020-U24;16-19;1198;4;0,0;3300;12;0,4;
2020-U24;20-39;2078;6;0,1;30568;86;0,3;
2020-U24;40-64;1558;5;0,2;29698;87;0,3;
2020-U24;65-79;1564;4;0,7;13958;38;0,3;
2020-U24;80+;1767;6;1,4;4912;17;0,4;
2020-U25;00-02;2205;1;0,0;4101;2;0,1;
2020-U25;03-05;2004;2;0,0;3664;4;0,1;
2020-U25;06-11;1624;4;0,0;6185;15;0,2;
2020-U25;12-15;1332;5;0,0;3633;13;0,4;
2020-U25;16-19;1478;6;0,0;4071;17;0,4;
2020-U25;20-39;2437;7;0,5;35853;103;0,3;
2020-U25;40-64;1836;7;0,3;35010;126;0,4;
2020-U25;65-79;1637;4;1,3;14610;32;0,2;
2020-U25;80+;2036;4;1,4;5659;10;0,2;
2020-U26;00-02;2009;4;0,0;3736;8;0,2;
2020-U26;03-05;1670;2;0,0;3054;4;0,1;
2020-U26;06-11;1586;2;0,3;6039;9;0,2;
2020-U26;12-15;1346;2;0,0;3671;6;0,2;
2020-U26;16-19;1336;1;0,0;3680;4;0,1;
2020-U26;20-39;2325;4;0,3;34203;55;0,2;
2020-U26;40-64;1860;3;0,2;35462;49;0,1;
2020-U26;65-79;1875;4;1,5;16728;40;0,2;
2020-U26;80+;2449;6;1,8;6805;16;0,2;
2020-U27;00-02;1422;1;0,0;2645;2;0,1;
2020-U27;03-05;1006;1;0,0;1839;1;0,1;
2020-U27;06-11;875;1;0,0;3332;5;0,2;
2020-U27;12-15;933;1;0,0;2545;4;0,2;
2020-U27;16-19;1574;2;0,0;4334;6;0,1;
2020-U27;20-39;2138;3;0,0;31449;43;0,1;
2020-U27;40-64;1757;2;0,2;33499;41;0,1;
2020-U27;65-79;1797;1;0,4;16035;13;0,1;
2020-U27;80+;2484;3;2,9;6903;8;0,1;
2020-U28;00-02;1104;2;0,5;2046;3;0,2;
2020-U28;03-05;740;0;0,0;1358;0;0,0;
2020-U28;06-11;604;2;0,0;2296;6;0,3;
2020-U28;12-15;873;2;0,0;2384;6;0,3;
2020-U28;16-19;1630;5;0,0;4478;13;0,3;
2020-U28;20-39;2113;5;0,1;31062;69;0,2;
2020-U28;40-64;1698;3;0,2;32361;59;0,2;
2020-U28;65-79;1722;1;0,6;15377;11;0,1;
2020-U28;80+;2155;2;1,4;6010;5;0,1;
2020-U29;00-02;1012;2;0,0;1875;3;0,2;
2020-U29;03-05;650;1;0,0;1193;2;0,2;
2020-U29;06-11;656;3;0,0;2492;12;0,5;
2020-U29;12-15;1152;5;0,0;3146;14;0,5;
2020-U29;16-19;1958;7;0,0;5381;20;0,4;
2020-U29;20-39;2292;6;0,0;33689;84;0,3;
2020-U29;40-64;1797;5;0,3;34242;98;0,3;
2020-U29;65-79;1681;3;0,6;15014;23;0,2;
2020-U29;80+;1977;4;1,8;5514;12;0,2;
2020-U30;00-02;817;1;0,0;1514;2;0,1;
2020-U30;03-05;527;3;0,0;968;5;0,5;
2020-U30;06-11;564;2;0,0;2144;8;0,4;
2020-U30;12-15;1349;5;0,0;3684;14;0,4;
2020-U30;16-19;2127;6;0,0;5846;17;0,3;
2020-U30;20-39;2386;5;0,1;35073;68;0,2;
2020-U30;40-64;1959;5;0,4;37324;101;0,3;
2020-U30;65-79;1743;2;0,7;15568;22;0,1;
2020-U30;80+;1958;2;1,4;5463;6;0,1;
2020-U31;00-02;874;2;0,0;1619;4;0,3;
2020-U31;03-05;653;3;0,0;1199;5;0,4;
2020-U31;06-11;706;2;0,0;2682;8;0,3;
2020-U31;12-15;1621;7;0,0;4426;18;0,4;
2020-U31;16-19;2535;8;0,0;6966;23;0,3;
2020-U31;20-39;2816;14;0,1;41394;210;0,5;
2020-U31;40-64;2516;10;0,5;47952;182;0,4;
2020-U31;65-79;2160;3;0,3;19292;29;0,2;
2020-U31;80+;2322;2;1,8;6477;6;0,1;
2020-U32;00-02;1425;4;0,5;2648;7;0,3;
2020-U32;03-05;1114;9;0,0;2046;16;0,8;
2020-U32;06-11;1047;12;0,0;3974;47;1,2;
2020-U32;12-15;2479;18;0,0;6768;50;0,7;
2020-U32;16-19;3933;28;0,0;10802;76;0,7;
2020-U32;20-39;3728;23;0,5;54780;339;0,6;
2020-U32;40-64;3145;15;0,7;59956;292;0,5;
2020-U32;65-79;2443;6;0,9;21863;52;0,2;
2020-U32;80+;2380;3;1,1;6658;7;0,1;
2020-U33;00-02;2136;6;0,0;3971;11;0,3;
2020-U33;03-05;1936;8;0,0;3556;14;0,4;
2020-U33;06-11;1962;14;0,0;7449;52;0,7;
2020-U33;12-15;3062;21;0,0;8361;58;0,7;
2020-U33;16-19;4558;39;0,0;12516;107;0,9;
2020-U33;20-39;4908;24;0,1;72124;358;0,5;
2020-U33;40-64;3883;13;0,5;74021;249;0,3;
2020-U33;65-79;2965;4;0,8;26532;39;0,2;
2020-U33;80+;2694;3;1,1;7536;9;0,1;
2020-U34;00-02;2655;6;0,0;4935;11;0,2;
2020-U34;03-05;2947;8;0,0;5413;15;0,3;
2020-U34;06-11;4209;13;0,0;15983;49;0,3;
2020-U34;12-15;5572;14;0,4;15215;39;0,3;
2020-U34;16-19;6112;27;0,7;16785;73;0,4;
2020-U34;20-39;5178;17;0,5;76095;256;0,3;
2020-U34;40-64;4052;8;0,4;77246;146;0,2;
2020-U34;65-79;2670;3;0,6;23897;23;0,1;
2020-U34;80+;2416;3;1,8;6758;9;0,1;
2020-U35;00-02;2703;3;0,5;5024;5;0,1;
2020-U35;03-05;2892;3;0,0;5313;6;0,1;
2020-U35;06-11;4627;5;0,3;17571;20;0,1;
2020-U35;12-15;6014;12;0,0;16423;32;0,2;
2020-U35;16-19;6275;19;0,0;17233;53;0,3;
2020-U35;20-39;5079;17;0,1;74641;250;0,3;
2020-U35;40-64;4044;10;0,4;77096;182;0,2;
2020-U35;65-79;2606;5;0,9;23324;42;0,2;
2020-U35;80+;2406;3;1,1;6732;8;0,1;
2020-U36;00-02;2501;8;0,5;4653;14;0,3;
2020-U36;03-05;2264;9;0,0;4163;17;0,4;
2020-U36;06-11;4328;13;0,3;16394;50;0,3;
2020-U36;12-15;6898;27;0,0;18886;75;0,4;
2020-U36;16-19;6351;26;0,4;17423;72;0,4;
2020-U36;20-39;5630;38;0,3;82706;559;0,7;
2020-U36;40-64;4318;21;0,6;82282;397;0,5;
2020-U36;65-79;2573;9;1,2;23031;84;0,4;
2020-U36;80+;2371;6;0,7;6656;17;0,3;
2020-U37;00-02;2843;17;0,0;5289;31;0,6;
2020-U37;03-05;2794;14;0,0;5138;25;0,5;
2020-U37;06-11;5156;36;0,0;19533;137;0,7;
2020-U37;12-15;8727;62;0,0;23893;171;0,7;
2020-U37;16-19;9149;57;0,7;25098;156;0,6;
2020-U37;20-39;7073;49;0,6;103906;714;0,7;
2020-U37;40-64;5880;40;1,3;112044;766;0,7;
2020-U37;65-79;3274;21;2,2;29311;184;0,6;
2020-U37;80+;2910;15;3,6;8168;43;0,5;
2020-U38;00-02;2948;11;0,5;5484;21;0,4;
2020-U38;03-05;2819;18;0,0;5183;33;0,6;
2020-U38;06-11;4731;35;0,0;17922;131;0,7;
2020-U38;12-15;8684;52;0,7;23777;142;0,6;
2020-U38;16-19;10740;112;0,0;29464;308;1,1;
2020-U38;20-39;7603;81;1,0;111685;1195;1,1;
2020-U38;40-64;6262;55;1,5;119330;1054;0,9;
2020-U38;65-79;3617;25;3,2;32377;225;0,7;
2020-U38;80+;3279;25;7,1;9204;71;0,8;
2020-U39;00-02;2814;18;0,5;5235;33;0,6;
2020-U39;03-05;3086;30;0,0;5674;56;1,0;
2020-U39;06-11;4537;57;0,0;17188;215;1,3;
2020-U39;12-15;7408;74;0,0;20282;203;1,0;
2020-U39;16-19;10362;139;0,4;28426;382;1,3;
2020-U39;20-39;7726;88;1,0;113498;1298;1,1;
2020-U39;40-64;6316;59;1,7;120346;1124;0,9;
2020-U39;65-79;3622;26;4,5;32419;230;0,7;
2020-U39;80+;3370;26;10,0;9460;74;0,8;
2020-U40;00-02;2438;20;0,0;4536;38;0,8;
2020-U40;03-05;2670;30;0,0;4910;56;1,1;
2020-U40;06-11;3721;43;0,0;14094;162;1,2;
2020-U40;12-15;6454;66;0,4;17671;180;1,0;
2020-U40;16-19;8081;104;0,0;22169;284;1,3;
2020-U40;20-39;6736;62;0,5;98948;911;0,9;
2020-U40;40-64;5671;48;2,4;108059;924;0,9;
2020-U40;65-79;3403;23;3,8;30460;202;0,7;
2020-U40;80+;3218;15;8,6;9032;43;0,5;
2020-U41;00-02;2255;15;0,0;4226;28;0,7;
2020-U41;03-05;2842;16;0,0;5258;29;0,6;
2020-U41;06-11;3946;34;0,3;14963;129;0,9;
2020-U41;12-15;5953;72;0,4;16360;197;1,2;
2020-U41;16-19;7383;85;0,0;20387;234;1,2;
2020-U41;20-39;6379;57;0,5;94633;849;0,9;
2020-U41;40-64;5645;49;1,7;107807;927;0,9;
2020-U41;65-79;3148;24;2,7;28240;213;0,8;
2020-U41;80+;2986;25;6,4;8416;70;0,8;
2020-U42;00-02;1873;19;0,0;3510;35;1,0;
2020-U42;03-05;2004;22;0,0;3709;41;1,1;
2020-U42;06-11;2578;37;0,0;9775;142;1,5;
2020-U42;12-15;3762;62;0,0;10339;170;1,6;
2020-U42;16-19;5604;95;0,0;15474;262;1,7;
2020-U42;20-39;5394;74;0,9;80019;1094;1,4;
2020-U42;40-64;4489;54;1,9;85737;1038;1,2;
2020-U42;65-79;2774;32;4,2;24883;287;1,2;
2020-U42;80+;2953;27;11,0;8324;77;0,9;
2020-U43;00-02;2365;40;0,5;4433;75;1,7;
2020-U43;03-05;2809;43;0,0;5198;80;1,5;
2020-U43;06-11;3748;78;0,3;14212;295;2,1;
2020-U43;12-15;5899;111;0,0;16213;304;1,9;
2020-U43;16-19;9268;226;0,4;25592;625;2,4;
2020-U43;20-39;7334;137;1,4;108798;2033;1,9;
2020-U43;40-64;6467;98;2,1;123502;1877;1,5;
2020-U43;65-79;3686;44;5,5;33061;393;1,2;
2020-U43;80+;3515;33;10,6;9909;92;0,9;
2020-U44;00-02;3599;45;0,5;6746;85;1,3;
2020-U44;03-05;5021;59;0,0;9290;109;1,2;
2020-U44;06-11;7490;124;0,0;28400;472;1,7;
2020-U44;12-15;11454;211;1,1;31478;581;1,9;
2020-U44;16-19;12597;244;1,1;34783;673;1,9;
2020-U44;20-39;9157;168;1,4;135830;2489;1,8;
2020-U44;40-64;8061;129;4,1;153945;2463;1,6;
2020-U44;65-79;4305;54;6,9;38617;488;1,3;
2020-U44;80+;4130;41;13,8;11641;116;1,0;
2020-U45;00-02;4101;64;1,1;7634;120;1,6;
2020-U45;03-05;5565;87;0,0;10272;161;1,6;
2020-U45;06-11;8432;132;0,3;31818;497;1,6;
2020-U45;12-15;12573;208;0,4;34511;572;1,7;
2020-U45;16-19;11317;196;0,4;31155;540;1,7;
2020-U45;20-39;9308;160;2,0;137171;2363;1,7;
2020-U45;40-64;8941;130;4,0;170409;2472;1,5;
2020-U45;65-79;4761;56;9,4;42692;499;1,2;
2020-U45;80+;4441;41;13,1;12550;115;0,9;
2020-U46;00-02;3770;58;0,5;7018;108;1,5;
2020-U46;03-05;5620;64;0,0;10373;118;1,1;
2020-U46;06-11;9336;136;0,0;35229;512;1,5;
2020-U46;12-15;12601;180;0,4;34588;493;1,4;
2020-U46;16-19;10967;224;1,5;30191;616;2,0;
2020-U46;20-39;9528;163;1,8;140418;2402;1,7;
2020-U46;40-64;9463;133;4,6;180357;2534;1,4;
2020-U46;65-79;5888;55;9,0;52801;493;0,9;
2020-U46;80+;5456;50;17,3;15416;140;0,9;
2020-U47;00-02;3807;53;1,6;7086;99;1,4;
2020-U47;03-05;5790;72;0,0;10687;133;1,2;
2020-U47;06-11;9665;146;0,0;36468;551;1,5;
2020-U47;12-15;13302;245;0,0;36513;673;1,8;
2020-U47;16-19;12173;250;0,4;33513;687;2,1;
2020-U47;20-39;9493;180;1,7;139900;2649;1,9;
2020-U47;40-64;9526;146;4,1;181562;2784;1,5;
2020-U47;65-79;5667;64;8,6;50812;576;1,1;
2020-U47;80+;5729;76;28,3;16189;215;1,3;
2020-U48;00-02;3443;46;2,1;6409;86;1,3;
2020-U48;03-05;5928;75;0,0;10941;139;1,3;
2020-U48;06-11;9798;149;0,0;36971;561;1,5;
2020-U48;12-15;12950;236;0,0;35547;648;1,8;
2020-U48;16-19;12868;304;0,4;35425;838;2,4;
2020-U48;20-39;9564;188;0,9;140954;2772;2,0;
2020-U48;40-64;9407;151;4,4;179302;2869;1,6;
2020-U48;65-79;5423;67;7,8;48630;602;1,2;
2020-U48;80+;5712;74;23,4;16141;209;1,3;
2020-U49;00-02;3753;61;1,1;6969;114;1,6;
2020-U49;03-05;5749;108;0,0;10634;200;1,9;
2020-U49;06-11;10280;212;0,3;38717;799;2,1;
2020-U49;12-15;14680;373;0,0;40305;1023;2,5;
2020-U49;16-19;16109;484;0,7;44287;1333;3,0;
2020-U49;20-39;10855;280;2,0;160089;4131;2,6;
2020-U49;40-64;10110;217;3,7;192546;4127;2,1;
2020-U49;65-79;5093;85;13,2;45695;765;1,7;
2020-U49;80+;5303;88;32,6;15026;250;1,7;
2020-U50;00-02;5114;136;1,6;9495;252;2,7;
2020-U50;03-05;7683;159;0,5;14211;295;2,1;
2020-U50;06-11;13031;353;0,5;49076;1331;2,7;
2020-U50;12-15;16632;554;1,1;45664;1520;3,3;
2020-U50;16-19;19633;664;1,8;53974;1826;3,4;
2020-U50;20-39;15346;523;2,5;226322;7715;3,4;
2020-U50;40-64;12610;375;7,5;240150;7149;3,0;
2020-U50;65-79;5724;152;17,2;51351;1360;2,7;
2020-U50;80+;5420;161;42,7;15356;457;3,0;
2020-U51;00-02;7108;185;3,8;13199;344;2,6;
2020-U51;03-05;12071;252;1,1;22326;466;2,1;
2020-U51;06-11;15974;442;0,8;60160;1665;2,8;
2020-U51;12-15;15807;480;0,7;43399;1318;3,0;
2020-U51;16-19;19772;721;2,5;54358;1982;3,7;
2020-U51;20-39;20587;542;4,3;303618;7999;2,6;
2020-U51;40-64;16427;430;12,2;312852;8196;2,6;
2020-U51;65-79;8100;223;29,0;72673;1998;2,8;
2020-U51;80+;6964;233;75,9;19731;661;3,4;
2020-U52;00-02;5142;172;4,3;9547;319;3,3;
2020-U52;03-05;9294;226;0,0;17190;418;2,4;
2020-U52;06-11;10792;331;0,8;40643;1245;3,1;
2020-U52;12-15;10336;284;0,7;28377;781;2,8;
2020-U52;16-19;14341;385;2,2;39426;1059;2,7;
2020-U52;20-39;14176;350;4,7;209071;5160;2,5;
2020-U52;40-64;13088;307;12,4;249261;5855;2,4;
2020-U52;65-79;6090;163;35,9;54639;1465;2,7;
2020-U52;80+;5916;242;85,1;16763;685;4,1;
2020-U53;00-02;2400;106;1,6;4456;196;4,4;
2020-U53;03-05;4383;161;0,0;8106;297;3,7;
2020-U53;06-11;5293;205;0,3;19933;771;3,9;
2020-U53;12-15;7164;232;0,0;19669;636;3,2;
2020-U53;16-19;13792;309;3,3;37918;849;2,2;
2020-U53;20-39;12845;304;3,9;189437;4487;2,4;
2020-U53;40-64;10460;256;11,7;199219;4868;2,4;
2020-U53;65-79;5621;169;33,9;50429;1518;3,0;
2020-U53;80+;6287;297;99,9;17813;842;4,7;
2021-U01;00-02;2318;108;2,7;4281;200;4,7;
2021-U01;03-05;3966;126;0,5;7311;232;3,2;
2021-U01;06-11;4006;151;0,3;14974;565;3,8;
2021-U01;12-15;6351;168;0,4;17351;458;2,6;
2021-U01;16-19;13634;272;1,1;37292;745;2,0;
2021-U01;20-39;12561;238;3,5;184500;3502;1,9;
2021-U01;40-64;12236;202;10,8;231802;3830;1,7;
2021-U01;65-79;6487;117;26,3;57956;1042;1,8;
2021-U01;80+;6910;244;93,5;19511;690;3,5;
2021-U02;00-02;2646;74;3,2;4887;137;2,8;
2021-U02;03-05;4683;98;0,0;8633;181;2,1;
2021-U02;06-11;3945;90;0,0;14744;338;2,3;
2021-U02;12-15;5483;91;0,4;14981;249;1,7;
2021-U02;16-19;9540;131;1,1;26095;359;1,4;
2021-U02;20-39;11737;136;1,9;172389;2003;1,2;
2021-U02;40-64;14982;134;8,9;283819;2541;0,9;
2021-U02;65-79;6914;73;23,6;61770;652;1,1;
2021-U02;80+;7002;186;65,5;19772;524;2,7;
2021-U03;00-02;2872;56;1,6;5304;103;1,9;
2021-U03;03-05;5049;80;0,0;9307;148;1,6;
2021-U03;06-11;4370;69;0,0;16335;259;1,6;
2021-U03;12-15;6096;74;0,4;16655;203;1,2;
2021-U03;16-19;10611;82;1,1;29025;225;0,8;
2021-U03;20-39;14851;110;2,5;218124;1609;0,7;
2021-U03;40-64;19646;101;7,1;372182;1907;0,5;
2021-U03;65-79;7631;57;18,4;68175;508;0,8;
2021-U03;80+;6747;119;65,9;19051;335;1,8;
2021-U04;00-02;2679;50;0,5;4948;93;1,9;
2021-U04;03-05;4622;67;0,0;8520;123;1,4;
2021-U04;06-11;4287;52;0,0;16025;193;1,2;
2021-U04;12-15;6331;60;0,0;17297;163;0,9;
2021-U04;16-19;11274;63;0,7;30838;171;0,6;
2021-U04;20-39;15586;72;2,0;228921;1054;0,5;
2021-U04;40-64;20771;66;4,4;393492;1251;0,3;
2021-U04;65-79;7608;39;10,6;67976;344;0,5;
2021-U04;80+;6185;72;33,6;17465;204;1,2;
2021-U05;00-02;2297;40;1,6;4237;73;1,7;
2021-U05;03-05;4179;42;0,0;7715;78;1,0;
2021-U05;06-11;5735;47;0,3;21395;176;0,8;
2021-U05;12-15;6592;48;0,0;18006;131;0,7;
2021-U05;16-19;11941;54;0,7;32630;147;0,5;
2021-U05;20-39;16131;67;1,0;236880;987;0,4;
2021-U05;40-64;21632;55;2,6;409652;1048;0,3;
2021-U05;65-79;7307;35;9,4;65345;309;0,5;
2021-U05;80+;5520;50;19,1;15586;141;0,9;
2021-U06;00-02;2281;24;1,1;4207;44;1,1;
2021-U06;03-05;4557;41;0,0;8414;76;0,9;
2021-U06;06-11;6810;60;0,3;25405;224;0,9;
2021-U06;12-15;8538;49;0,7;23322;135;0,6;
2021-U06;16-19;13451;53;0,4;36756;145;0,4;
2021-U06;20-39;16241;58;1,0;238495;855;0,4;
2021-U06;40-64;21688;49;2,9;410713;936;0,2;
2021-U06;65-79;7311;25;7,2;65382;224;0,3;
2021-U06;80+;4927;26;13,8;13912;73;0,5;
2021-U07;00-02;2479;47;0,5;4572;87;1,9;
2021-U07;03-05;5212;80;0,5;9622;148;1,5;
2021-U07;06-11;8156;81;0,0;30429;303;1,0;
2021-U07;12-15;9047;56;0,4;24711;152;0,6;
2021-U07;16-19;14220;77;0,4;38857;210;0,5;
2021-U07;20-39;16479;75;1,0;241996;1099;0,5;
2021-U07;40-64;21859;57;2,8;413955;1074;0,3;
2021-U07;65-79;8366;25;4,5;74817;227;0,3;
2021-U07;80+;4907;21;13,5;13855;60;0,4;
2021-U08;00-02;2956;53;0,5;5452;97;1,8;
2021-U08;03-05;6038;69;0,5;11148;127;1,1;
2021-U08;06-11;9916;89;0,3;36995;331;0,9;
2021-U08;12-15;12376;70;0,0;33805;190;0,6;
